0.8	0.587785252	-0.951056516	0.951056516	-0.587785252	-4.90059E-16	0.587785252	-0.951056516
0.81	0.562083378	-0.929776486	0.975916762	-0.684547106	0.156434465	0.425779292	-0.860742027
0.82	0.535826795	-0.904827052	0.992114701	-0.770513243	0.309016994	0.248689887	-0.728968627
0.83	0.509041416	-0.87630668	0.99950656	-0.844327926	0.4539905	0.06279052	-0.562083378
0.84	0.481753674	-0.844327926	0.998026728	-0.904827052	0.587785252	-0.125333234	-0.368124553
0.85	0.4539905	-0.809016994	0.987688341	-0.951056516	0.707106781	-0.309016994	-0.156434465
0.86	0.425779292	-0.770513243	0.968583161	-0.982287251	0.809016994	-0.481753674	0.06279052
0.87	0.397147891	-0.728968627	0.940880769	-0.998026728	0.891006524	-0.63742399	0.278991106
0.88	0.368124553	-0.684547106	0.904827052	-0.998026728	0.951056516	-0.770513243	0.481753674
0.89	0.33873792	-0.63742399	0.860742027	-0.982287251	0.987688341	-0.87630668	0.661311865
0.9	0.309016994	-0.587785252	0.809016994	-0.951056516	1	-0.951056516	0.809016994
0.91	0.278991106	-0.535826795	0.75011107	-0.904827052	0.987688341	-0.992114701	0.917754626
0.92	0.248689887	-0.481753674	0.684547106	-0.844327926	0.951056516	-0.998026728	0.982287251
0.93	0.218143241	-0.425779292	0.612907054	-0.770513243	0.891006524	-0.968583161	0.99950656
0.94	0.187381315	-0.368124553	0.535826795	-0.684547106	0.809016994	-0.904827052	0.968583161
0.95	0.156434465	-0.309016994	0.4539905	-0.587785252	0.707106781	-0.809016994	0.891006524
0.96	0.125333234	-0.248689887	0.368124553	-0.481753674	0.587785252	-0.684547106	0.770513243
0.97	0.094108313	-0.187381315	0.278991106	-0.368124553	0.4539905	-0.535826795	0.612907054
0.98	0.06279052	-0.125333234	0.187381315	-0.248689887	0.309016994	-0.368124553	0.425779292
0.99	0.031410759	-0.06279052	0.094108313	-0.125333234	0.156434465	-0.187381315	0.218143241
1	1.22515E-16	-2.4503E-16	3.67545E-16	-4.90059E-16	6.12574E-16	-7.35089E-16	8.57604E-16
